0.000000000	silence
0.489795918	A, a
4.718049886	a
8.771269841	B, b
12.896916099	c
15.016938775	d
17.021269841	A, a
21.097052154	a
25.210498866	B, b
29.312902494	c
31.417369614	d
33.369886621	A, a
37.425328798	a
41.553401360	C, e
45.632857142	f
49.656870748	g
53.665147392	h
57.736349206	C, e
61.753378684	f
65.769297052	g
69.816984126	h
73.846167800	B, b
77.912902494	c
80.024104308	d
81.889138321	A, a
85.929410430	a
90.025170068	D, j
94.173990929	j
98.209251700	k
102.256825396	l
106.337006802	D, j
110.442675736	j
114.562131519	k
118.593265306	l
122.673038548	E, m
126.720929705	n
130.736961451	m
134.837845804	o
138.920952380	E, m
142.984875283	n
147.049092970	m
151.129342403	o
155.228140589	C, e
159.304829931	f
163.320362811	g
167.256938775	h
171.338412698	B, b
175.480770975	c
177.536712018	d
179.560861678	A, a
183.584693877	a
187.848866213	applause
198.191428571	silence
199.227664399	end
