0.000000000	silence
0.754126984	A, a
4.776757369	b
8.400000000	a
12.342857142	b
16.002040816	A, a
19.873469387	b
23.663038548	a
27.436734693	b
31.247210884	B, c
34.924489795	d
38.791768707	c
42.451020408	e
46.207278911	B, c
49.984013605	d
53.765306122	c
57.573469387	e
61.377981859	C, f
65.206122448	f
69.063265306	f
72.950975056	g
76.820045351	C, f
80.630612244	f
84.495215419	f
88.360566893	g
92.128390022	B, c
95.906122448	d
99.702040816	c
103.424489795	e
107.174852607	A, a
111.148979591	b
114.887755102	a
118.840816326	b
122.535442176	B, c
126.263265306	d
130.151360544	c
133.842857142	e
137.631224489	C, f
141.502970521	f
145.446825396	f
149.239138321	g
153.122403628	B, c
156.951337868	d
160.862970521	c
164.646938775	e
169.512244897	silence
172.296984126	end
