0.000000000	silence
0.171247165	A, a, intro
6.768571428	B, b, verse, (clarinet
13.479727891	c
20.035600907	B, b
26.555736961	d
33.047120181	C, g
39.636462585	h
46.179637188	B, b
52.800997732	e, clarinet)
59.523582766	D, transition
66.134058956	B, b, verse, (voice
73.059410430	c
79.811836734	B, b
86.705532879	d
93.500408163	C, g
100.376870748	h
107.150793650	B, b
113.888526077	e, voice)
117.214331065	E, transition
125.716145124	B, b, verse, (orchestra
132.417641723	c
139.151156462	B, b
145.895328798	d, orchestra)
152.700317460	C, g, (clarinet
159.515056689	h, clarinet)
166.178775510	B, b, (orchestra)
173.071247165	e
179.885351473	B, b
186.641995464	e, orchestra)
190.194648526	F, outro, (clarinet)
196.858775510	end
