0.000000000	silence
1.332063492	A, a
5.806462585	B, b
10.179501133	c
14.451360544	b
18.746575963	d
23.082607709	B, b
27.404353741	c
31.626575963	b
36.036371882	d
40.186666666	C, e
44.432653061	f
48.966485260	e
52.999546485	g
57.321043083	C, e
61.591836734	f
65.921088435	e
70.161473922	g
74.424489795	F, h
78.801111111	D, i
83.280884353	j
87.425102040	i
91.826621315	k
95.916394557	E, l
100.145034013	m
104.416031746	o
113.067324263	D, i
117.384580498	j
121.408979591	i
125.873900226	k
129.945192743	A, a
134.225328798	B, b
138.425374149	c
142.681315192	b
146.937460317	d
151.177097505	C, e
155.497052154	f
159.728888888	e
163.945850340	g
168.122766439	F, h
172.505873015	D, i
176.800907029	j
180.953854875	i
185.274852607	k
189.466916099	E, l
193.626734693	m
197.897097505	o
206.433061224	D, i
210.745260770	j
214.833197278	i
219.187664399	k
223.153038548	silence
225.112879818	end
