0.000000000	silence
0.342857142	A, a
3.452743764	a
6.269070294	b
11.596870748	a
14.332698412	a
17.044943310	b'
22.084761904	c
24.716689342	d
27.268616780	c
29.972879818	e
32.509297052	a
35.237097505	a
37.960181405	b
43.044943310	a
45.765170068	a
48.461179138	b''
53.500725623	B, f
56.669387755	f'
59.796870748	f
62.908888888	f'
66.085623582	A, a'
68.996780045	a'
71.797460317	b'
76.980725623	c
79.676734693	d
82.268934240	c
84.932789115	e
87.636734693	a'
90.348843537	a'
93.092925170	b''
98.710204081	silence
100.885079365	end
