0.000000000	silence
1.027482993	A, a
5.700498866	b
10.445351473	B, c
15.085442176	d
19.725351473	e
24.482539682	f
29.184580498	B, c
33.846530612	d
38.440634920	e
43.064308390	f
47.650249433	C, g
52.230113378	h
56.793106575	g
61.387755102	i
65.873469387	C, g
70.375510204	h
74.848979591	g
79.289795918	i
83.702040816	D, j
88.134421768	k
92.548979591	j
96.944671201	l
101.269387755	D, j
105.632653061	k
109.946485260	j
114.408163265	l
118.546938775	A, b
122.855056689	B, c
127.099501133	d
131.435555555	e
135.665306122	f
139.975510204	E, m
144.268344671	n
148.506122448	o
152.960770975	p
157.073469387	F, q
161.379455782	r
165.651927437	q
169.995782312	s
174.269387755	silence
176.004489795	end
